from	to	count	docs
darunavir	ritonavir	2	 32588185_ES, 32607564_ES
heparina de bajo peso molecular	prednisolona	1	 32294340_ES
carbono	vancomicina	2	 32607304_Es, 32320556_ES
hidroxicloroquina	metilprednisolona	16	 32644205_ES, 32402687_ES, 32589314_ES, 32602267_ES,32363336_ES, 32648092A_ES, 32612465A_ES, 32418288_ES, 32402416­_ES, 32427774-B_ES, 32648092B_ES, 32607304_Es, 32648092C_ES, 32428291_ES, 32245909_ES, 32415334_ES
salina isotónica	urea	1	32639064_ES
fentanilo	oxígeno	1	 32637327A_ES
hco3	oxígeno	1	 32292053_ES
5fluorouracil	ciclofosfamida	1	32622819A_ES
glucosa	hidroxicloroquina	2	 32631646_ES, 32586752_ES
heparina	ritonavir	2	 32615807A_ES, 32622483_ES
metilprednisolona	moxifloxacino	1	 32282871_ES
ceftriaxona	ritonavir	6	 32622483_ES, 32587121_ES, 32198834_ES, 32247642_ES, 32267140_ES, 32584431_ES
hidroxicloroquina	oseltamivir	4	 32615807C_ES, 32637327A_ES, 32589314_ES, 32615807B_ES
ampicilina	ampicilinaácido clavulánico	1	32622819B_ES
linezolid	meronepem	1	 32607564_ES
amoxicilina	interferón	1	 32179908_ES
esteroides	levofloxacina	1	 32427774-B_ES
ceftriaxona	lopinavir	6	 32622483_ES, 32587121_ES, 32198834_ES, 32247642_ES, 32267140_ES, 32584431_ES
bilirrubina	cloruro	1	 32611659_ES
oxígeno	vancomicina	3	 32615807A_ES, 32607304_Es, 32320556_ES
creatinina	linezolid	1	 32607564_ES
levofloxacina	prednisolona	1	 32425356_ES
dobutamina	hidroxicloroquina	1	 32363351_ES
aspirina	insulina	1	 32637266A_ES
amoxicilinaácido clavulánico	linezolid	1	 32623310_ES
bicarbonato	prednisolona	1	 32161941_ES
gentamicina	oxígeno	1	 32320556_ES
hidroxicloroquina	sodio	1	 32586752_ES
vancomicina	ácido acetilsalicílico	1	32640066_ES
gentamicina	hidroxicloroquina	1	 32320556_ES
amoxicilina	ácido láctico	1	 32179908_ES
Na	meropenem	1	32640066_ES
carbono	moxifloxacina	1	 32161941_ES
O2	anticoagulante	1	32637327B_ES
acetaminofén	creatinina	1	 32198834_ES
potasio	sitagliptina	1	 32611659_ES
amoxicilinaácido clavulánico	piperacilina	1	 32623310_ES
ritonavir	vancomicina	1	 32615807A_ES
aspirina	tocilizumab	1	 32586778_ES
dobutamina	enoxaparina	1	 32427645_ES
O2	oxígeno	2	 32637086A_ES, 32637086B_ES
corticoesteroides	rivaroxaban	1	 32638347C_ES
hormonas tiroideas	metoprolol	1	32329981_ES
acetaminofeno	lopinavir	1	 32617169_ES
Cr	creatinina	1	 32198834_ES
imipenem	ácido láctico	1	 32282871_ES
covid19	vancomicina	1	 32320556_ES
gadolinio	lopinavir	2	 32267502_ES, 32418288_ES
aciclovir	metilprednisolona	1	 32418288_ES
dímero D	piperacilina	1	 32276139_B_ES
azitromicina	bicarbonato	1	 32587121_ES
heparina	sarscov2	1	 32363351_ES
bilirrubina	ganciclovir	1	 32161941_ES
ceftriaxona	enoxaparina	5	 32637327A_ES, 32587121_ES, 32648092B_ES, 32638890_ES, 32589931_ES
epinefrina	ácido láctico	1	 32622823_ES
gadolinio	lactato	1	 32635747_ES
losartán	ritonavir	1	 32198834_ES
oxígeno	ácido clavulánico	1	 32554425_ES
alopurinol	creatinina	1	 32639064_ES
piperacilina	prednisona	1	 32276139_ES
atorvastatina	oxígeno	1	 32426200_ES
hco3	potasio	1	32363336_ES
metformina	sitagliptina	1	32637266A_ES
hidroxicloroquina	piperacilina–tazobactam	3	 32617223_ES, 32648092A_ES, 32222713_ES
interferón beta	ritonavir	1	 32622483_ES
lactato	piperacilina–tazobactam	1	 32427161_ES
anticoagulante	oxígeno	1	 32637327A_ES
enoxaparina	levotiroxina	1	 32402687_ES
anticoagulante	hidroxicloroquina	1	 32637327A_ES
ceftriaxona	dexametasona	1	 32612465D_ES
norepinefrina	piperacilina–tazobactam	1	 32617223_ES
meropenem	noradrenalina	1	 32607564_ES
metilprednisolona	oseltamivir	1	 32589314_ES
meropenem	vancomicina	1	32640066_ES
Na	epinefrina	1	32640066_ES
interferón	ribavirina	1	 32276139_B_ES
creatinina	losartán	1	 32198834_ES
creatinina	darunavir	1	 32607564_ES
antiinflamatorios no esteroideos	omeprazol	1	32607304_Es
enoxaparina	lopinavir	3	 32637086A_ES, 32615807B_ES, 32587121_ES
vitaminas	ácido láctico	1	 32363336-B_ES
covid19	metotrexato	1	 32294258_ES
Cr	ritonavir	1	 32198834_ES
meronepem	ritonavir	2	 32637086A_ES, 32607564_ES
cefotaxima	metilprednisolona	1	 32602267_ES
dobutamina	heparina	1	 32363351_ES
doxiciclina	potasio	1	 32639064_ES
dexametasona	enoxaparina	1	 32615807B_ES
dexametasona	metilprednisolona	1	 32636116_ES
ambroxol	ritonavir	1	 32276139_B_ES
ganciclovir	oxígeno	1	 32161941_ES
lopinavir	ácido acetilsalicílico	1	 32584431_ES
dexametasona	paracetamol	1	 32636116_ES
gadolinio	potasio	1	 32635747_ES
ixekizumab	metotrexato	1	 32294258_ES
cloruro	oxígeno	1	 32611659_ES
creatinina	sulfato de magnesio	1	 32119083_ES
dobutamina	oxígeno	2	 32363351_ES, 32427645_ES
espiramicina	oxígeno	1	 32554425_ES
creatinina	tacrólimus	1	 32198834_ES
oxígeno	ácido acetilsalicílico	3	 32648092B_ES, 32584431_ES, 32265235_ES
heparina	noradrenalina	1	 32622483_ES
Cr	interferón	1	 32198834_ES
hidroxicloroquina	vitaminas	1	32363336_ES
betametasona	loratadina	1	 32352487_ES
amoxicilina	gentamicina	1	32594151_ES
creatinina	solución salina	1	 32637266A_ES
albuterol	clavulanato	1	 32412848_ES
antiinflamatorios no esteroideos	colquicina	1	32607304_Es
carbono	hidroxicloroquina	2	 32607304_Es, 32320556_ES
amoxicilina	ritonavir	1	 32364123_ES
glucosa	metilprednisolona	2	 32292053_ES, 32653906_ES
claritromicina	suero	1	32250095_ES
ceftriaxona	lactato	1	 32637327A_ES
dexametasona	oxígeno	4	 32612465D_ES, 32615807B_ES, 32119083_ES, 32636116_ES
cefepima	covid19	1	 32320556_ES
amiodarona	norepinefrina	1	 32617223_ES
creatinina	esteroides	1	 32198834_ES
ceftriaxona	sodio	1	 32638890_ES
losartán	prednisona	1	 32198834_ES
creatinina	inmunoglobulina	1	 32277408_ES
corticoesteroides	metilprednisolona	1	 32638347C_ES
amoxicilinaácido clavulánico	heparina de bajo peso molecular	1	 32623310_ES
furosemida	norepinefrina	2	32363336_ES, 32638890_ES
lopinavir	metilprednisolona	9	 32277408_ES, 32073161_ES, 32602267_ES, 32085846_ES, 32418288_ES, 32402416­_ES, 32428291_ES, 32245909_ES, 32636116_ES
inmunoglobulina	tocilizumab	1	 32636116_ES
albuterol	benzonatato	1	32605766_ES
creatinina	tocilizumab	5	 32586778_ES, 32587121_ES, 32637437­_ES, 32648092B_ES, 32427645_ES
heparina	midazolam	1	 32590725_ES
glucosa	levetiracetam	1	 32589794_ES
amoxicilina	doxiciclina	1	 32639064_ES
azitromicina	covid19	10	 32653906_ES, 32602267_ES, 32329981_ES, 32427774_ES, 32414534_ES, 32587121_ES, 32363336-B_ES, 32638890_ES, 32589931_ES, 32320556_ES
linezolid	ritonavir	4	 32623310_ES, 32602267_ES, 32276139_B_ES, 32607564_ES
meronepem	sulfametoxazol	1	 32607564_ES
enoxaparina	urea	1	 32427645_ES
amiodarona	hiperintensidad	1	32635747_ES
gadolinio	sulfato de hidroxicloroquina	1	 32414534_ES
hidroxicloroquina	loratadina	1	 32352487_ES
bilirrubina	potasio	1	 32611659_ES
cefotaxima	meropenem	1	 32602267_ES
aciclovir	prednisona	1	 32418288_ES
Cr	dímero D	1	 32198834_ES
BCG	lactato	1	32292053_ES
corticoesteroides	prednisona	1	 32638347C_ES
gadolinio	glucocorticoides	1	32622819B_ES
ambroxol	ácido láctico	1	 32179908_ES
inmunoglobulina	piperacilina	1	 32277408_ES
lopinavir	prednisona	4	 32198834_ES, 32401344_ES, 32418288_ES, 32245909_ES
enoxaparina	ritonavir	3	 32637086A_ES, 32615807B_ES, 32587121_ES
atorvastatina	sitagliptina	1	32637266A_ES
bicarbonato	metilprednisolona	1	 32161941_ES
interferón alfa2b	moxifloxacina	1	32085846_ES
cefotaxima	esteroides	1	 32602267_ES
darunavir	sulfametoxazol	1	 32607564_ES
loratadina	ritonavir	1	 32352487_ES
gadolinio	oseltamivir	1	 32329981_ES
amoxicilina	bicarbonato	1	 32639064_ES
alopurinol	sodio	1	 32639064_ES
infliximab	metotrexato	1	 32294258_ES
cefotaxima	ácido clavulánico	1	32594151_ES
anticoagulante	oseltamivir	1	 32637327A_ES
aspirina	milrinona	1	 32639461_ES
covid19	ácido láctico	1	 32363336-B_ES
clavulanato	doxiciclina	1	 32639064_ES
lactato	norepinefrina	1	 32637327A_ES
difenhidramina	loratadina	1	32617169_ES
hidroxicloroquina	oxígeno	39	 32267502_ES, 32615807C_ES, 32399449-B_ES, 32557532_ES, 32644205_ES, 32402687_ES, 32637086A_ES, 32637327A_ES, 32399450_ES, 32612465D_ES, 32617169_ES, 32426200_ES, 32427774_ES, 32402687-B_ES, 32615807A_ES, 32586778_ES, 32648092A_ES, 32637266A_ES, 32615807B_ES, 32292915_ES, 32587121_ES, 32198834_ES, 32612465B_ES, 32612465A_ES, 32363351_ES, 32637327B_ES, 32612435_ES, 32637437­_ES, 32637086B_ES, 32418288_ES, 32648092B_ES, 32609542_ES, 32588475_ES, 32607304_Es, 32612465C_ES, 32584431_ES, 32589931_ES, 32415334_ES, 32320556_ES
amoxicilina	oxígeno	4	 32554425_ES, 32639064_ES, 32412848_ES, 32179908_ES
creatinina	ácido láctico	1	 32622823_ES
creatinina	prednisolona	1	32622819B_ES
dímero D	lactato	2	 32637327A_ES, 32427161_ES
Cr	sitagliptina	1	32637266A_ES
levofloxacina	piperacilina–tazobactam	1	 32623310_ES
hbpm	piperacilina–tazobactam	1	 32648092A_ES
azitromicina	paracetamol	2	 32587121_ES, 32636116_ES
heparina de bajo peso molecular	levofloxacina	1	 32623310_ES
ceftriaxona	hco3	1	 32363336-B_ES
ceftriaxona	hbpm	1	 32648092B_ES
hco3	metoprolol	1	 32363336-B_ES
ceftriaxona	metoprolol	1	 32363336-B_ES
covid19	oseltamivir	2	 32329981_ES, 32638890_ES
acetaminofeno	gabapentina	1	32602610_ES
Cr	hidroxicloroquina	1	 32198834_ES
ampicilina	levofloxacina	1	 32425356_ES
hidroxicloroquina	midazolam	1	 32637327A_ES
amoxicilina	heparina	1	 32427774-B_ES
glucocorticoides	hidroxicloroquina	1	 32606044_ES
bilirrubina	meropenem	1	 32611659_ES
aciclovir	mialgia	1	32563170_ES
esteroides	oseltamivir	1	 32276139_B_ES
anticoagulante	norepinefrina	1	 32637327A_ES
anticoagulante	dímero D	1	 32637327A_ES
metotrexato	prednisona	1	 32638347C_ES
claritromicina	sulbactam	1	 32425356_ES
gadolinio	sodio	1	 32635747_ES
favipiravir	nitrógeno	1	 32611659_ES
alopurinol	metotrexato	1	32631645_ES
amiodarona	piperacilina	1	 32617223_ES
anticoagulante	betametasona	1	32637327B_ES
metformina	quetiapina	1	32637266A_ES
dímero D	infliximab	1	 32294258_ES
heparina de bajo peso molecular	ritonavir	2	 32623310_ES, 32584431_ES
arbidol	lopinavir	2	 32246917_ES, 32119083_ES
corticoesteroides	oxígeno	1	 32638347C_ES
furosemida	levofloxacina	1	 32638347A_ES
azitromicina	dímero D	12	 32402687_ES, 32637086A_ES, 32637327A_ES, 32329981_ES, 32402687-B_ES, 32198834_ES, 32399449_ES, 32637437­_ES, 32427774-B_ES, 32648092B_ES, 32352487_ES, 32589931_ES
ampicilina	ritonavir	1	 32418288_ES
clavulanato	oxígeno	2	 32639064_ES, 32412848_ES
dexametasona	óxido	1	32554811_ES
metilprednisolona	moxifloxacina	1	 32161941_ES
cefotaxima	covid19	1	 32602267_ES
amoxicilina	ácido clavulánico	2	 32554425_ES,32594151_ES
CT	milrinona	1	32427645_ES
ciclesonida	sodio	1	32611659_ES
alopurinol	levotiroxina	1	32631645_ES
azitromicina	cefotaxima	1	 32602267_ES
potasio	vitaminas	1	32363336_ES
lopinavir	noradrenalina	2	 3229222_ES, 32622483_ES
hco3	vitaminas	2	32363336_ES, 32363336-B_ES
azitromicina	interferón beta	1	 32622483_ES
imipenem	inmunoglobulina	1	 32282871_ES
azitromicina	enoxaparina	11	 32402687_ES, 32637086A_ES, 32637327A_ES, 32402687-B_ES, 32648092A_ES, 32587121_ES, 32637327B_ES, 32612435_ES, 32648092B_ES, 32638890_ES, 32589931_ES
inmunoglobulina	sodio	1	 32265235_ES
amoxicilina	clavulanato	4	 32639064_ES, 32412848_ES, 32427774-B_ES, 32631770_ES
carbono	ganciclovir	1	 32161941_ES
bilirrubina	prednisolona	1	 32161941_ES
dímero D	hbpm	2	 32399449_ES, 32648092B_ES
midazolam	vancomicina	1	 32563170_ES
lactato	potasio	1	 32635747_ES
Cr	tacrólimus	1	 32198834_ES
enoxaparina	paracetamol	1	 32587121_ES
Cr	ceftriaxona	1	 32198834_ES
azitromicina	meropenem	2	 32602267_ES, 32611659_ES
metotrexato	rivaroxaban	1	 32638347C_ES
levofloxacina	lopinavir	2	 32623310_ES, 32615807A_ES
amoxicilina	cefotaxima	1	32594151_ES
ganciclovir	ritonavir	1	 32607564_ES
ritonavir	sarscov2	1	 32292904_ES
potasio	sulfato de magnesio	1	32363336_ES
interferón	losartán	1	 32198834_ES
interferón	prednisona	2	 32276139_ES, 32198834_ES
atorvastatina	quetiapina	1	32637266A_ES
metilprednisolona	prednisona	3	 32638347C_ES, 32418288_ES, 32245909_ES
amoxicilina	glucosa	1	 32179908_ES
bilirrubina	moxifloxacina	1	 32161941_ES
heparina de bajo peso molecular	ácido acetilsalicílico	1	 32584431_ES
hco3	norepinefrina	1	32363336_ES
creatinina	oseltamivir	2	 32615807B_ES, 32638890_ES
cloruro	creatinina	1	 32611659_ES
esteroides	prednisona	2	 32198834_ES, 32418288_ES
linezolid	piperacilina	2	 32623310_ES, 32276139_B_ES
albuterol	amoxicilina	1	 32412848_ES
dobutamina	dímero D	1	 32427645_ES
acetaminofén	interferón	1	 32198834_ES
ampicilina	lopinavir	1	 32418288_ES
esteroides	ribavirina	1	 32276139_B_ES
hidroxicloroquina	inmunoglobulina	3	 32399950_ES, 32588185_ES, 32359804_ES
meropenem	ribavirina	1	 32276139_B_ES
dímero D	midazolam	1	 32637327A_ES
dímero D	interferón	2	 32198834_ES, 32276139_B_ES
heparina de bajo peso molecular	lopinavir	2	 32623310_ES, 32584431_ES
darunavir	enoxaparina	1	32399449_ES
Cr	azitromicina	1	 32198834_ES
bicarbonato sódico	imipenem	1	32617223_ES
creatinina	dímero D	6	 32586778_ES, 32198834_ES, 32399449_ES, 32637437­_ES, 32648092B_ES, 32427645_ES
paracetamol	ritonavir	2	 32587121_ES, 32636116_ES
albúmina	sarscov2	1	32276139_B_ES
cefepima	oxígeno	1	 32320556_ES
creatinina	meticilina	1	 32622483_ES
emtricitabine	prednisona	1	32607564_ES
colquicina	hidroxicloroquina	1	 32584431_ES
interferón	piperacilina	2	 32276139_ES, 32276139_B_ES
creatinina	vancomicina	1	 32292867_ES
azitromicina	betametasona	1	 32352487_ES
cefepima	gentamicina	1	 32320556_ES
linezolid	sulfametoxazol	1	 32607564_ES
arbidol	dexametasona	1	 32119083_ES
metilprednisolona	ácido acetilsalicílico	1	 32648092B_ES
inmunoglobulina	ácido acetilsalicílico	2	32640066_ES, 32265235_ES
ampicilinaácido clavulánico	glucocorticoides	1	32622819B_ES
heparina	oxígeno	6	 32612465D_ES, 32615807A_ES, 32612465B_ES, 32363351_ES, 32617903A_ES, 32294340_ES
hidroxicloroquina	piperacilina	3	 32617223_ES, 32276139_ES, 32648092A_ES
lopinavir	tocilizumab	4	 32587121_ES, 32247642_ES, 32402416­_ES, 32636116_ES
moxifloxacina	ritonavir	1	 32292904_ES
oxígeno	piperacilina	6	 32277408_ES, 32623310_ES, 32648092A_ES, 32622819A_ES, 32619798_ES, 32276139_B_ES
ceftriaxona	corticoesteroides	1	 32638347C_ES
clavulanato	levofloxacina	1	 32427774-B_ES
gadolinio	prednisona	1	 32418288_ES
amiodarona	bilirrubina	1	32635747_ES
ampicilina	glucocorticoides	1	32622819B_ES
hbpm	piperacilina	1	 32648092A_ES
Cr	lopinavir	1	 32198834_ES
ciclofosfamida	prednisona	1	 32401344_ES
dobutamina	omeprazol	1	32607304_Es
ciclofosfamida	ritonavir	1	 32401344_ES
levofloxacina	sulbactam	1	 32425356_ES
ambroxol	dímero D	1	 32276139_B_ES
lopinavir	oseltamivir	3	 32615807C_ES, 32615807B_ES, 32276139_B_ES
aspirina	inmunoglobulina	2	32640066_ES, 32639461_ES
meropenem	piperacilina	1	 32276139_B_ES
bicarbonato sódico	doxiciclina	1	32617223_ES
furosemida	paracetamol	1	 32631645_ES
covid19	infliximab	1	 32294258_ES
furosemida	tocilizumab	2	32363336_ES, 32638347A_ES
ampicilina	azitromicina	1	 32320556_ES
lopinavir	vancomicina	1	 32615807A_ES
amoxicilinaácido clavulánico	piperacilina–tazobactam	1	 32623310_ES
anticoagulante	lactato	1	 32637327A_ES
furosemida	oxígeno	1	 32638347A_ES
darunavir	oxígeno	1	 32399449-B_ES
carbono	cefepima	1	 32320556_ES
aspirina	meropenem	1	32640066_ES
dímero D	urea	1	 32427645_ES
ampicilina	carbono	1	 32320556_ES
norepinefrina	ácido láctico	1	 32622823_ES
anticoagulante	midazolam	1	 32637327A_ES
esteroides	interferón	2	 32198834_ES, 32276139_B_ES
dímero D	epinefrina	1	 32639461_ES
darunavir	ganciclovir	1	 32607564_ES
hidroxicloroquina	ritonavir	21	 32653210_ES, 32267502_ES, 32615807C_ES, 32553608­_A_ES, 32637086A_ES, 32399950_ES, 32602267_ES, 32617169_ES, 32615807A_ES, 32622483_ES, 32615807B_ES, 32587121_ES, 32588185_ES, 32198834_ES, 32418288_ES, 32402416­_ES, 32352487_ES, 32584431_ES, 32399451_ES, 32428291_ES, 32245909_ES
amoxicilina	levofloxacina	1	 32427774-B_ES
adrenalina	interferón alfa2b	1	32085846_ES
covid19	meronepem	1	 32607564_ES
aciclovir	covid19	1	 32414534_ES
sulfato de magnesio	tocilizumab	1	32363336_ES
esteroides	losartán	1	 32198834_ES
hbpm	ácido acetilsalicílico	1	 32648092B_ES
oxígeno	sulfato de magnesio	1	 32119083_ES
aspirina	ácido acetilsalicílico	1	32640066_ES
nitrógeno	tocilizumab	1	 32612435_ES
acetaminofén	esteroides	1	 32198834_ES
meronepem	noradrenalina	1	 32607564_ES
metilprednisolona	ritonavir	9	 32277408_ES, 32073161_ES, 32602267_ES, 32085846_ES, 32418288_ES, 32402416­_ES, 32428291_ES, 32245909_ES, 32636116_ES
alopurinol	clavulanato	1	 32639064_ES
oseltamivir	potasio	1	 32638890_ES
bicarbonato	tocilizumab	1	 32587121_ES
esteroides	gadolinio	1	 32418288_ES
levofloxacina	piperacilina	1	 32623310_ES
cobicistat	darunavir	3	 32399449-B_ES, 32360384_ES,32399449_ES
alopurinol	potasio	1	 32639064_ES
gentamicina	ácido clavulánico	1	32594151_ES
bilirrubina	metilprednisolona	1	 32161941_ES
glucosa	sitagliptina	1	 32611659_ES
ambroxol	interferón	2	 32276139_B_ES, 32179908_ES
metilprednisolona	prednisolona	1	 32161941_ES
albúmina301	favipiravir	1	32612435_ES
azitromicina	noradrenalina	1	 32622483_ES
oseltamivir	ribavirina	1	 32276139_B_ES
arbidol	manitol	1	32283294_ES
cotrimoxazol	oxígeno	1	 32622819A_ES
metilprednisolona	vitaminas	1	32363336_ES
metilprednisolona	norepinefrina	1	32363336_ES
cloroquina	norepinefrina	1	 32250095_ES
ganciclovir	linezolid	3	 32032497_ES,32168162_ES, 32607564_ES
cefepima	piperacilina–tazobactam	1	 32617223_ES
creatinina	meropenem	2	 32607564_ES, 32611659_ES
meronepem	meropenem	1	 32607564_ES
inmunoglobulina	meropenem	1	32640066_ES
O2	meronepem	1	 32637086A_ES
inmunoglobulina	lopinavir	5	 32277408_ES, 32364123_ES, 32399950_ES, 32246917_ES, 32636116_ES
fentanilo	norepinefrina	1	 32637327A_ES
oxígeno	sodio	4	 32635747_ES, 32639064_ES, 32417987_ES, 32265235_ES
creatinina	potasio	4	 32635747_ES, 32639064_ES, 32638890_ES, 32611659_ES
esteroides	hidroxicloroquina	4	 32602267_ES, 32198834_ES, 32418288_ES, 32427774-B_ES
carbono	gentamicina	1	 32320556_ES
aspirina	sarscov2	1	 32427161_ES
noradrenalina	sulfametoxazol	1	 32607564_ES
nitrógeno	potasio	1	 32611659_ES
creatinina	ácido acetilsalicílico	1	 32648092B_ES
esteroides	heparina de bajo peso molecular	1	 32554621_ES
anticoagulante	azitromicina	1	 32637327A_ES
dímero D	levotiroxina	1	 32402687_ES
dímero D	sarscov2	1	 32427161_ES
covid19	levotiroxina	1	 32637266B_ES
amoxicilinaácido clavulánico	eltrombopag	1	32294340_ES
ceftriaxona	interferón	1	 32198834_ES
epinefrina	norepinefrina	1	 32622823_ES
colquicina	dímero D	1	 32584431_ES
lactato	sodio	1	 32635747_ES
interferón	potasio	1	 32179908_ES
glucosa	manitol	1	32283294_ES
creatinina	oxígeno	13	 32277408_ES, 32635747_ES, 32639064_ES, 32586778_ES, 32637266A_ES, 32615807B_ES, 32587121_ES, 32198834_ES, 32637437­_ES, 32648092B_ES, 32119083_ES, 32427645_ES, 32611659_ES
betametasona	hidroxicloroquina	1	 32352487_ES
creatinina	urea	2	 32622483_ES, 32427645_ES
metilprednisolona	rivaroxaban	1	 32638347C_ES
azitromicina	meticilina	1	 32622483_ES
colquicina	omeprazol	1	32607304_Es
metilprednisolona	piperacilina–tazobactam	1	 32648092A_ES
aciclovir	ampicilina	2	 32611761B_ES, 32418288_ES
Cr	acetaminofén	1	 32198834_ES
creatinina	hbpm	2	 32399449_ES, 32648092B_ES
norepinefrina	oseltamivir	2	 32637327A_ES, 32638890_ES
O2	enoxaparina	2	 32637086A_ES, 32637086B_ES
azitromicina	inmunoglobulina	3	 32653906_ES, 32359804_ES, 32636116_ES
Cr	losartán	1	 32198834_ES
azitromicina	favipiravir	1	 32611659_ES
arbidol	glucosa	1	32283294_ES
piperacilina	ritonavir	3	 32277408_ES, 32623310_ES, 32276139_B_ES
glucosa	interferón	1	 32179908_ES
aspirina	piperacilina–tazobactam	1	 32427161_ES
esteroides	midazolam	1	 32590725_ES
interferón	tacrólimus	1	 32198834_ES
heparina de bajo peso molecular	piperacilina	2	 32623310_ES, 32648092A_ES
enoxaparina	oseltamivir	3	 32637327A_ES, 32615807B_ES, 32638890_ES
ampicilina	prednisolona	2	 32425356_ES,32622819B_ES
clavulanato	darunavir	1	32399449_ES
covid19	enoxaparina	3	 32587121_ES, 32638890_ES, 32589931_ES
heparina	meticilina	1	 32622483_ES
lopinavir	piperacilina–tazobactam	1	 32623310_ES
dexametasona	ritonavir	3	 32615807B_ES, 32119083_ES, 32636116_ES
creatinina	paracetamol	1	 32587121_ES
vancomicina	ácido láctico	2	 32282871_ES, 32222713_ES
ceftriaxona	glucosa	1	 32563170_ES
bilirrubina	carbono	1	 32161941_ES
cloruro	favipiravir	1	 32611659_ES
ampicilinaácido clavulánico	prednisolona	1	32622819B_ES
covid19	metoprolol	1	 32363336-B_ES
covid19	heparina de bajo peso molecular	1	 32554621_ES
O2	dímero D	2	 32637086A_ES, 32637086B_ES
epinefrina	metilprednisolona	1	 32639461_ES
heparina de bajo peso molecular	piperacilina–tazobactam	2	 32623310_ES, 32648092A_ES
enoxaparina	furosemida	1	 32638890_ES
corticoides	sulfato de hidroxicloroquina	1	32364123_ES
ceftriaxona	colquicina	1	 32584431_ES
colquicina	ácido acetilsalicílico	1	 32584431_ES
enoxaparina	esteroides	1	 32590725_ES
glucosa	midazolam	1	 32563170_ES
norepinefrina	oxígeno	4	 32637327A_ES, 32637437­_ES, 32589931_ES, 32250095_ES
interferón	meropenem	1	 32276139_B_ES
amiodarona	gadolinio	1	 32329981_ES
norepinefrina	sodio	1	 32638890_ES
atorvastatina	metformina	1	32637266A_ES
enoxaparina	norepinefrina	3	 32637327A_ES, 32638890_ES, 32589931_ES
infliximab	mesalazina	1	32554621_ES
adrenalina	noradrenalina	1	 32275347_ES
creatinina	interferón beta	1	 32622483_ES
norepinefrina	potasio	2	32363336_ES, 32638890_ES
lactato	nitrógeno	1	 32612435_ES
fentanilo	hidroxicloroquina	1	 32637327A_ES
decilitro	metformina	1	32637266A_ES
lactato	tocilizumab	2	 32278585_ES, 32612435_ES
cefotaxima	ritonavir	1	 32602267_ES
azitromicina	dobutamina	1	 32363351_ES
albúmina	piperacilina–tazobactam	1	32276139_B_ES
amiodarona	piperacilina–tazobactam	1	 32617223_ES
