id	title	group	label
miocarditis aguda	miocarditis aguda	ENFERMEDAD	miocarditis aguda
enfermedad mieloproliferativa	enfermedad mieloproliferativa	ENFERMEDAD	enfermedad mieloproliferativa
ALT (proteinas)	ALT	PROTEINAS	ALT
ECG	ECG	PROCEDIMIENTO	ECG
crepitantes en la parte inferior del pulmon	crepitantes en la parte inferior del pulmon	SINTOMA	crepitantes en la parte inferior del pulmon
hemorragia en el segmento apicoposterior del lobulo superior	hemorragia en el segmento apicoposterior del lobulo superior	ENFERMEDAD	hemorragia en el segmento apicoposterior del lobulo superior
nauseas	nauseas	SINTOMA	nauseas
61 anos	61 anos	EDAD-SUJETO-ASISTENCIA	61 anos
anticuerpos antiglucolipidicos	anticuerpos antiglucolipidicos	PROTEINAS	anticuerpos antiglucolipidicos
23 de marzo de 2020	23 de marzo de 2020	FECHAS	23 de marzo de 2020
hemodialisis	hemodialisis	PROCEDIMIENTO	hemodialisis
hangzhou	hangzhou	TERRITORIO	hangzhou
provincia de guangdong	provincia de guangdong	TERRITORIO	provincia de guangdong
12 de covid	12 de covid	FECHAS	12 de covid
cateter urinario	cateter urinario	PROCEDIMIENTO	cateter urinario
frotis nasofaringeo y orofaringeo	frotis nasofaringeo y orofaringeo	PROCEDIMIENTO	frotis nasofaringeo y orofaringeo
PCR (entidad-observable)	PCR	ENTIDAD-OBSERVABLE	PCR
alanina	alanina	PROTEINAS	alanina
alaninaaminotransferasa (proteinas)	alaninaaminotransferasa	PROTEINAS	alaninaaminotransferasa
japon	japon	PAIS	japon
prueba molecular de sarscov2	prueba molecular de sarscov2	PROCEDIMIENTO	prueba molecular de sarscov2
insuficiencia multiorganica	insuficiencia multiorganica	ENFERMEDAD	insuficiencia multiorganica
hemiparesia izquierda	hemiparesia izquierda	ENFERMEDAD	hemiparesia izquierda
22 de marzo de 2020	22 de marzo de 2020	FECHAS	22 de marzo de 2020
analisis histologico placentario	analisis histologico placentario	PROCEDIMIENTO	analisis histologico placentario
dialisis	dialisis	PROCEDIMIENTO	dialisis
levotiroxina	levotiroxina	FARMACO	levotiroxina
eritema polimorfo grave	eritema polimorfo grave	ENFERMEDAD	eritema polimorfo grave
hormonas tiroideas	hormonas tiroideas	FARMACO	hormonas tiroideas
prueba para anticoagulante lupico	prueba para anticoagulante lupico	PROCEDIMIENTO	prueba para anticoagulante lupico
metilprednisolona	metilprednisolona	FARMACO	metilprednisolona
IgG	IgG	PROTEINAS	IgG
carga viral	carga viral	ENTIDAD-OBSERVABLE	carga viral
antiinflamatorios	antiinflamatorios	PROCEDIMIENTO	antiinflamatorios
afeccion aguda	afeccion aguda	ENFERMEDAD	afeccion aguda
C4	C4	PROTEINAS	C4
sindrome respiratorio agudo grave	sindrome respiratorio agudo grave	ENFERMEDAD	sindrome respiratorio agudo grave
estertores humedos en las bases de ambos pulmones	estertores humedos en las bases de ambos pulmones	SINTOMA	estertores humedos en las bases de ambos pulmones
gasometria	gasometria	PROCEDIMIENTO	gasometria
lavado broncoalveolar	lavado broncoalveolar	PROCEDIMIENTO	lavado broncoalveolar
pncnt	pncnt	PROTEINAS	pncnt
receptor de il2 soluble	receptor de il2 soluble	PROTEINAS	receptor de il2 soluble
gripe	gripe	ENFERMEDAD	gripe
PCR de frotis nasofaringeo	PCR de frotis nasofaringeo	PROCEDIMIENTO	PCR de frotis nasofaringeo
anticoagulante (farmaco)	anticoagulante	FARMACO	anticoagulante
tratada con corticoesteroides	tratada con corticoesteroides	PROCEDIMIENTO	tratada con corticoesteroides
alaninatransaminasa (proteinas)	alaninatransaminasa	PROTEINAS	alaninatransaminasa
electrocardiograma	electrocardiograma	PROCEDIMIENTO	electrocardiograma
aislamiento domiciliario	aislamiento domiciliario	PROCEDIMIENTO	aislamiento domiciliario
hidroxicloroquina (proteinas)	hidroxicloroquina	PROTEINAS	hidroxicloroquina
bloqueo de la rama derecha del haz de His	bloqueo de la rama derecha del haz de His	ENFERMEDAD	bloqueo de la rama derecha del haz de His
albumina301	albumina301	FARMACO	albumina301
frotis nasofaringeoorofaringeos	frotis nasofaringeoorofaringeos	PROCEDIMIENTO	frotis nasofaringeoorofaringeos
creatinacinasa (proteinas)	creatinacinasa	PROTEINAS	creatinacinasa
sobreinfecciones bacterianas	sobreinfecciones bacterianas	ENFERMEDAD	sobreinfecciones bacterianas
43 anos	43 anos	EDAD-SUJETO-ASISTENCIA	43 anos
TC abdominopelvica	TC abdominopelvica	PROCEDIMIENTO	TC abdominopelvica
apiretico	apiretico	SINTOMA	apiretico
epinefrina	epinefrina	FARMACO	epinefrina
trombosis venosa profunda	trombosis venosa profunda	ENFERMEDAD	trombosis venosa profunda
corioamnionitis	corioamnionitis	ENFERMEDAD	corioamnionitis
infeccion por covid19	infeccion por covid19	ENFERMEDAD	infeccion por covid19
hba1c (entidad-observable)	hba1c	ENTIDAD-OBSERVABLE	hba1c
sdra grave	sdra grave	ENFERMEDAD	sdra grave
bacteremia por E coli	bacteremia por E coli	ENFERMEDAD	bacteremia por E coli
RMN vertebral	RMN vertebral	PROCEDIMIENTO	RMN vertebral
febricula	febricula	SINTOMA	febricula
leucocitosis (sintoma)	leucocitosis	SINTOMA	leucocitosis
somnoliento	somnoliento	SINTOMA	somnoliento
estatinas	estatinas	FARMACO	estatinas
dermatosis inflamatorias	dermatosis inflamatorias	ENFERMEDAD	dermatosis inflamatorias
infiltrados pulmonares	infiltrados pulmonares	SINTOMA	infiltrados pulmonares
hipernatremia	hipernatremia	ENFERMEDAD	hipernatremia
vasopresina (proteinas)	vasopresina	PROTEINAS	vasopresina
afasia anomica (sintoma)	afasia anomica	SINTOMA	afasia anomica
76 anos	76 anos	EDAD-SUJETO-ASISTENCIA	76 anos
EEG	EEG	PROCEDIMIENTO	EEG
suero	suero	FARMACO	suero
muerte	muerte	ENFERMEDAD	muerte
oseltamivir	oseltamivir	FARMACO	oseltamivir
hipotermia	hipotermia	SINTOMA	hipotermia
creatinina serica	creatinina serica	ENTIDAD-OBSERVABLE	creatinina serica
IgG de sarscov2	IgG de sarscov2	PROTEINAS	IgG de sarscov2
27 de febrero	27 de febrero	FECHAS	27 de febrero
ECA	ECA	FARMACO	ECA
transaminasas	transaminasas	PROTEINAS	transaminasas
artralgias	artralgias	SINTOMA	artralgias
interleucina 6	interleucina 6	PROTEINAS	interleucina 6
virus de la hepatitis C	virus de la hepatitis C	SPECIES	virus de la hepatitis C
glucosa	glucosa	FARMACO	glucosa
agudeza visual	agudeza visual	ENTIDAD-OBSERVABLE	agudeza visual
cardiopatias	cardiopatias	ENFERMEDAD	cardiopatias
insuficiencia renal	insuficiencia renal	ENFERMEDAD	insuficiencia renal
anorexia	anorexia	SINTOMA	anorexia
actividad sistolica	actividad sistolica	ENTIDAD-OBSERVABLE	actividad sistolica
cefpodoxima	cefpodoxima	FARMACO	cefpodoxima
rehabilitacion de covid19	rehabilitacion de covid19	PROCEDIMIENTO	rehabilitacion de covid19
norepinefrina	norepinefrina	FARMACO	norepinefrina
lopinavir	lopinavir	FARMACO	lopinavir
meticilina	meticilina	FARMACO	meticilina
eritema que empeoraba progresivamente en el pulgar y en el cuarto dedo de la mano	eritema que empeoraba progresivamente en el pulgar y en el cuarto dedo de la mano	SINTOMA	eritema que empeoraba progresivamente en el pulgar y en el cuarto dedo de la mano
petequias eritematosas que afectaban a las nalgas las fosas popliteas y la parte anterior de los muslos	petequias eritematosas que afectaban a las nalgas las fosas popliteas y la parte anterior de los muslos	SINTOMA	petequias eritematosas que afectaban a las nalgas las fosas popliteas y la parte anterior de los muslos
diabetes mellitus de tipo 2	diabetes mellitus de tipo 2	ENFERMEDAD	diabetes mellitus de tipo 2
estertores gruesos en ambos pulmones	estertores gruesos en ambos pulmones	SINTOMA	estertores gruesos en ambos pulmones
neumonia intersticial grave	neumonia intersticial grave	ENFERMEDAD	neumonia intersticial grave
septiembre de 2015	septiembre de 2015	FECHAS	septiembre de 2015
esputo parduzco	esputo parduzco	SINTOMA	esputo parduzco
cloruro	cloruro	FARMACO	cloruro
dolor en las extremidades inferiores	dolor en las extremidades inferiores	SINTOMA	dolor en las extremidades inferiores
azitromicina	azitromicina	FARMACO	azitromicina
Xa	Xa	PROTEINAS	Xa
prueba de troponina I	prueba de troponina I	PROCEDIMIENTO	prueba de troponina I
soporte inotropico	soporte inotropico	PROCEDIMIENTO	soporte inotropico
16 de abril de 2020	16 de abril de 2020	FECHAS	16 de abril de 2020
antibioticos iv	antibioticos iv	PROCEDIMIENTO	antibioticos iv
corticoesteroides (procedimiento)	corticoesteroides	PROCEDIMIENTO	corticoesteroides
ibuprofeno	ibuprofeno	FARMACO	ibuprofeno
chlamydia pneumoniae	chlamydia pneumoniae	SPECIES	chlamydia pneumoniae
folato	folato	FARMACO	folato
infeccion bacteriana	infeccion bacteriana	ENFERMEDAD	infeccion bacteriana
enfermedad cerebrovascular	enfermedad cerebrovascular	ENFERMEDAD	enfermedad cerebrovascular
gammaglobulina	gammaglobulina	PROTEINAS	gammaglobulina
prohormona	prohormona	PROTEINAS	prohormona
encefalitis inmunitaria	encefalitis inmunitaria	ENFERMEDAD	encefalitis inmunitaria
estudios de coagulacion	estudios de coagulacion	PROCEDIMIENTO	estudios de coagulacion
prueba de sarscov2 mediante rtpcr	prueba de sarscov2 mediante rtpcr	PROCEDIMIENTO	prueba de sarscov2 mediante rtpcr
delirio (enfermedad)	delirio	ENFERMEDAD	delirio
dolor en la pierna	dolor en la pierna	SINTOMA	dolor en la pierna
EE	EE	PAIS	EE
deshidrogenasa lactica (entidad-observable)	deshidrogenasa lactica	ENTIDAD-OBSERVABLE	deshidrogenasa lactica
chlamydia	chlamydia	SPECIES	chlamydia
reduccion de la ingesta oral	reduccion de la ingesta oral	SINTOMA	reduccion de la ingesta oral
infiltrados inflamatorios mononucleares intersticiales	infiltrados inflamatorios mononucleares intersticiales	SINTOMA	infiltrados inflamatorios mononucleares intersticiales
procalcitonina (proteinas)	procalcitonina	PROTEINAS	procalcitonina
glutamiltransferasa (proteinas)	glutamiltransferasa	PROTEINAS	glutamiltransferasa
acidosis metabolica	acidosis metabolica	ENFERMEDAD	acidosis metabolica
fusarium proliferatum	fusarium proliferatum	SPECIES	fusarium proliferatum
cuarenta anos	cuarenta anos	EDAD-SUJETO-ASISTENCIA	cuarenta anos
angiografia por TAC	angiografia por TAC	PROCEDIMIENTO	angiografia por TAC
estertores bronquiales	estertores bronquiales	SINTOMA	estertores bronquiales
infeccion virica	infeccion virica	ENFERMEDAD	infeccion virica
diabetes	diabetes	ENFERMEDAD	diabetes
virus de la gripe A	virus de la gripe A	SPECIES	virus de la gripe A
tension arterial	tension arterial	ENTIDAD-OBSERVABLE	tension arterial
TAC craneal sin contraste	TAC craneal sin contraste	PROCEDIMIENTO	TAC craneal sin contraste
tratamiento antiinflamatorio	tratamiento antiinflamatorio	PROCEDIMIENTO	tratamiento antiinflamatorio
cesarea primaria	cesarea primaria	PROCEDIMIENTO	cesarea primaria
parto vaginal (enfermedad)	parto vaginal	ENFERMEDAD	parto vaginal
sarscov2 mediante rtpcr	sarscov2 mediante rtpcr	PROTEINAS	sarscov2 mediante rtpcr
fiebre	fiebre	SINTOMA	fiebre
alteracion sistolica del ventriculo	alteracion sistolica del ventriculo	SINTOMA	alteracion sistolica del ventriculo
crepitantes en el pulmon derecho	crepitantes en el pulmon derecho	SINTOMA	crepitantes en el pulmon derecho
cardiomegalia (enfermedad)	cardiomegalia	ENFERMEDAD	cardiomegalia
anticoagulacion con heparina	anticoagulacion con heparina	PROCEDIMIENTO	anticoagulacion con heparina
15 de mayo	15 de mayo	FECHAS	15 de mayo
13 de marzo	13 de marzo	FECHAS	13 de marzo
respiracion asistida invasiva	respiracion asistida invasiva	PROCEDIMIENTO	respiracion asistida invasiva
94 anos	94 anos	EDAD-SUJETO-ASISTENCIA	94 anos
TAC toracicas de la madre	TAC toracicas de la madre	PROCEDIMIENTO	TAC toracicas de la madre
ACE serica	ACE serica	ENTIDAD-OBSERVABLE	ACE serica
TAC toracica de corte fino	TAC toracica de corte fino	PROCEDIMIENTO	TAC toracica de corte fino
oxigeno (procedimiento)	oxigeno	PROCEDIMIENTO	oxigeno
bicitopenia	bicitopenia	ENFERMEDAD	bicitopenia
covid19 subclinica	covid19 subclinica	ENFERMEDAD	covid19 subclinica
exploracion fisica	exploracion fisica	PROCEDIMIENTO	exploracion fisica
insuficiencia renal cronica	insuficiencia renal cronica	ENFERMEDAD	insuficiencia renal cronica
infeccion por sarscov2	infeccion por sarscov2	ENFERMEDAD	infeccion por sarscov2
hepatomegalia (enfermedad)	hepatomegalia	ENFERMEDAD	hepatomegalia
alimentacion nasogastrica	alimentacion nasogastrica	PROCEDIMIENTO	alimentacion nasogastrica
deshidratacion	deshidratacion	ENFERMEDAD	deshidratacion
sindrome respiratorio agudo grave de coronavirus	sindrome respiratorio agudo grave de coronavirus	ENFERMEDAD	sindrome respiratorio agudo grave de coronavirus
acetaminofen	acetaminofen	FARMACO	acetaminofen
diabetes mellitus	diabetes mellitus	ENFERMEDAD	diabetes mellitus
enfermedad por coronavirus 2019	enfermedad por coronavirus 2019	ENFERMEDAD	enfermedad por coronavirus 2019
Hb (entidad-observable)	Hb	ENTIDAD-OBSERVABLE	Hb
10 de marzo	10 de marzo	FECHAS	10 de marzo
biopsia de piel	biopsia de piel	PROCEDIMIENTO	biopsia de piel
sudoracion intensa	sudoracion intensa	SINTOMA	sudoracion intensa
GPT (entidad-observable)	GPT	ENTIDAD-OBSERVABLE	GPT
linfoadenopatia (sintoma)	linfoadenopatia	SINTOMA	linfoadenopatia
T3 libre	T3 libre	ENTIDAD-OBSERVABLE	T3 libre
1 de febrero de 2020	1 de febrero de 2020	FECHAS	1 de febrero de 2020
edema cerebral	edema cerebral	ENFERMEDAD	edema cerebral
29 de febrero	29 de febrero	FECHAS	29 de febrero
somnolencia	somnolencia	SINTOMA	somnolencia
fatiga	fatiga	SINTOMA	fatiga
23 de mayo	23 de mayo	FECHAS	23 de mayo
20 de marzo de 2020	20 de marzo de 2020	FECHAS	20 de marzo de 2020
interleucina (proteinas)	interleucina	PROTEINAS	interleucina
tirol del Sur	tirol del Sur	TERRITORIO	tirol del Sur
inmunoglobulina (proteinas)	inmunoglobulina	PROTEINAS	inmunoglobulina
cultivos de LCR	cultivos de LCR	PROCEDIMIENTO	cultivos de LCR
bolos iv	bolos iv	PROCEDIMIENTO	bolos iv
disnea aguda (sintoma)	disnea aguda	SINTOMA	disnea aguda
creatina	creatina	FARMACO	creatina
abdomen estaba tenso	abdomen estaba tenso	SINTOMA	abdomen estaba tenso
reanimacion cardiopulmonar	reanimacion cardiopulmonar	PROCEDIMIENTO	reanimacion cardiopulmonar
exploracion respiratoria	exploracion respiratoria	PROCEDIMIENTO	exploracion respiratoria
troponinai (proteinas)	troponinai	PROTEINAS	troponinai
aztreonam	aztreonam	FARMACO	aztreonam
exantema persistente	exantema persistente	SINTOMA	exantema persistente
signo de lasegue	signo de lasegue	SINTOMA	signo de lasegue
aumento de leucocitos	aumento de leucocitos	SINTOMA	aumento de leucocitos
sindrome de dificultad respiratoria aguda	sindrome de dificultad respiratoria aguda	ENFERMEDAD	sindrome de dificultad respiratoria aguda
insuficiencia respiratoria hipocapnica hipoxemica	insuficiencia respiratoria hipocapnica hipoxemica	ENFERMEDAD	insuficiencia respiratoria hipocapnica hipoxemica
TVP bilateral	TVP bilateral	ENFERMEDAD	TVP bilateral
miligramo	miligramo	FARMACO	miligramo
rinoceronte	rinoceronte	SPECIES	rinoceronte
C1q	C1q	PROTEINAS	C1q
osteoporosis	osteoporosis	ENFERMEDAD	osteoporosis
disfuncion ventricular	disfuncion ventricular	ENFERMEDAD	disfuncion ventricular
FC	FC	ENTIDAD-OBSERVABLE	FC
pruebas hematologicas	pruebas hematologicas	PROCEDIMIENTO	pruebas hematologicas
T citotoxicos	T citotoxicos	SINTOMA	T citotoxicos
borrelia	borrelia	SPECIES	borrelia
crepitantes	crepitantes	SINTOMA	crepitantes
CT (proteinas)	CT	PROTEINAS	CT
abrasion del labio inferior (sintoma)	abrasion del labio inferior	SINTOMA	abrasion del labio inferior
ecografia pulmonar	ecografia pulmonar	PROCEDIMIENTO	ecografia pulmonar
antiinflamatorios no esteroideos (farmaco)	antiinflamatorios no esteroideos	FARMACO	antiinflamatorios no esteroideos
bacterias	bacterias	SPECIES	bacterias
acido acetilsalicilico	acido acetilsalicilico	FARMACO	acido acetilsalicilico
17 de febrero de 2020	17 de febrero de 2020	FECHAS	17 de febrero de 2020
administracion oral	administracion oral	PROCEDIMIENTO	administracion oral
infiltrados alveolares	infiltrados alveolares	SINTOMA	infiltrados alveolares
alucinaciones	alucinaciones	SINTOMA	alucinaciones
estado epileptico resistente	estado epileptico resistente	ENFERMEDAD	estado epileptico resistente
claustrofobia	claustrofobia	ENFERMEDAD	claustrofobia
75 anos	75 anos	EDAD-SUJETO-ASISTENCIA	75 anos
factor reumatoide (entidad-observable)	factor reumatoide	ENTIDAD-OBSERVABLE	factor reumatoide
ramipril	ramipril	FARMACO	ramipril
68 anos	68 anos	EDAD-SUJETO-ASISTENCIA	68 anos
escherichia coli	escherichia coli	SPECIES	escherichia coli
etiologias bacterianas o viricas	etiologias bacterianas o viricas	ENFERMEDAD	etiologias bacterianas o viricas
hiposmia (sintoma)	hiposmia	SINTOMA	hiposmia
odinofagia	odinofagia	SINTOMA	odinofagia
hipercolesterolemia	hipercolesterolemia	ENFERMEDAD	hipercolesterolemia
ansioso	ansioso	SINTOMA	ansioso
auscultacion pulmonar	auscultacion pulmonar	PROCEDIMIENTO	auscultacion pulmonar
presion sistolica	presion sistolica	ENTIDAD-OBSERVABLE	presion sistolica
mascarilla de venturi	mascarilla de venturi	PROCEDIMIENTO	mascarilla de venturi
apnea del sueno	apnea del sueno	ENFERMEDAD	apnea del sueno
74 anos	74 anos	EDAD-SUJETO-ASISTENCIA	74 anos
cultivo de LCR	cultivo de LCR	PROCEDIMIENTO	cultivo de LCR
anticuerpos anticitoplasmicos de neutrofilos (entidad-observable)	anticuerpos anticitoplasmicos de neutrofilos	ENTIDAD-OBSERVABLE	anticuerpos anticitoplasmicos de neutrofilos
taquicardia (sintoma)	taquicardia	SINTOMA	taquicardia
trastorno psicotico	trastorno psicotico	ENFERMEDAD	trastorno psicotico
34 anos	34 anos	EDAD-SUJETO-ASISTENCIA	34 anos
actividad	actividad	ENTIDAD-OBSERVABLE	actividad
aspirado de medula osea	aspirado de medula osea	PROCEDIMIENTO	aspirado de medula osea
lesiones miocardicas	lesiones miocardicas	ENFERMEDAD	lesiones miocardicas
12 de marzo	12 de marzo	FECHAS	12 de marzo
IFN B (farmaco)	IFN B	FARMACO	IFN B
de aspergillus	de aspergillus	SPECIES	de aspergillus
