span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
alerta fluctuante	SINTOMA	1	0.5	1	alerta fluctuante			alerta fluctuante	alerta fluctuante	32418288_ES
afasia global	SINTOMA	1	0.5	1	afasia global	23011003	C0234469	afasia global	afasia global	32648092B_ES
afasia anomica	SINTOMA	1	0.5	1	afasia anómico			afasia anómica	afasia anómica	32360439-D_ES
afasia	SINTOMA	1	0.5	1	afasia	87486003	C0003537	afasia	afasia	32360439-C_ES
adelgazamiento	SINTOMA	1	0.5	1	adelgazamiento			adelgazamiento	adelgazamiento	32427645_ES
acumulacion de liquido libre en la zona paracolica derecha y pelvica	SINTOMA	1	0.5	1	acumulación de líquido libre en el zona paracólico derecho y pélvico			acumulación de líquido libre en la zona paracólica derecha y pélvica	acumulación de líquido libre en la zona paracólica derecha y pélvica	32640066_ES
acufenos	SINTOMA	1	0.5	1	acúfeno			acúfenos	acúfenos	32207255_ES
acroisquemia persistente bilateral de las extremidades inferiores	SINTOMA	1	0.5	1	acroisquemia persistente bilateral de el extremidad inferior			acroisquemia persistente bilateral de las extremidades inferiores	acroisquemia persistente bilateral de las extremidades inferiores	32589931_ES
abrasion del labio inferior	SINTOMA	1	0.5	1	abrasión de+el labio inferior			abrasión del labio inferior	abrasión del labio inferior	32593478_ES
abombamiento apical	SINTOMA	1	0.5	1	abombamiento apical			abombamiento apical	abombamiento apical	32363351_ES
abdomen estaba tenso	SINTOMA	1	0.5	1	abdomen estar tenso			abdomen estaba tenso	abdomen estaba tenso	32427161_ES
TAC de las fosas nasales	SINTOMA	1	0.5	1	TAC de el fosa nasal			TAC de las fosas nasales	TAC de las fosas nasales	32267483_ES
T citotoxicos	SINTOMA	1	0.5	1	T citotóxico			T citotóxicos	T citotóxicos	32636116_ES
PCR para sarscov2 fue positiva	SINTOMA	1	0.5	1	PCR para sarscov2 ser positivo			PCR para SARS-CoV-2 fue positiva	PCR para sarscov2 fue positiva	32605712_ES
PCR del LCR para deteccion de sarscov2 fue negativa	SINTOMA	1	0.5	1	PCR de+el LCR para detección de sarscov2 ser negativo			PCR del LCR para detección de SARS-CoV-2 fue negativa	PCR del LCR para detección de sarscov2 fue negativa	32563170_ES
